Temperatura_C,Humedad_Relativa_Porc,Radiacion_Solar_W_m2,Velocidad_Viento_kmh,Presion_Atmosferica_hPa,Nivel_CO2_ppm,Presencia_Hongo,Porcentaje_Plantas_Afectadas
20.1,94.3,155.0,5.41,1010.5,357.0,0,0.0
21.5,75.0,131.0,3.75,1013.9,370.0,0,0.0
21.9,89.4,124.0,4.52,1009.1,385.0,0,0.0
19.5,93.5,113.0,4.08,1012.8,412.0,0,0.0
15.8,96.4,90.0,3.47,1010.0,404.0,1,80.2
12.8,89.1,138.0,0.77,1012.4,363.0,0,0.0
19.8,83.9,126.0,2.77,1010.5,379.0,0,0.0
17.6,87.3,244.0,3.87,1011.5,374.0,1,32.9
16.2,94.3,175.0,3.89,1013.0,371.0,1,71.2
21.1,86.0,139.0,2.37,1012.8,391.0,0,0.0
13.1,70.9,179.0,5.21,1013.2,420.0,0,0.0
16.9,96.1,104.0,1.34,1008.4,372.0,1,79.4
12.1,89.3,155.0,3.0,1012.2,387.0,0,0.0
16.7,88.9,186.0,3.95,1008.8,389.0,1,35.9
12.6,76.0,163.0,3.99,1010.5,448.0,0,0.0
13.2,88.4,148.0,3.74,1011.3,445.0,0,0.0
13.2,81.0,249.0,1.88,1010.4,430.0,0,0.0
18.5,88.2,230.0,1.28,1011.1,374.0,0,0.0
19.5,73.0,186.0,3.68,1014.0,357.0,0,0.0
17.8,88.4,177.0,3.5,1008.8,382.0,1,30.7
21.6,98.0,186.0,1.4,1012.1,377.0,0,0.0
15.7,71.3,114.0,4.03,1010.4,401.0,0,0.0
14.9,97.4,147.0,2.78,1008.8,428.0,0,0.0
20.7,81.4,87.0,3.84,1009.0,436.0,0,0.0
14.2,94.4,161.0,4.69,1013.7,434.0,0,0.0
21.6,91.9,172.0,1.35,1013.3,386.0,0,0.0
12.1,85.9,119.0,0.6,1013.4,419.0,0,0.0
21.7,90.7,244.0,4.4,1013.9,381.0,0,0.0
12.4,94.6,235.0,3.55,1009.2,356.0,0,0.0
20.9,81.3,203.0,4.0,1010.1,420.0,0,0.0
17.3,79.2,171.0,4.69,1012.0,351.0,0,0.0
21.9,88.7,228.0,4.51,1010.9,391.0,0,0.0
12.7,92.6,102.0,5.3,1010.5,383.0,0,0.0
17.5,91.3,214.0,3.18,1010.1,419.0,1,47.8
21.7,92.3,101.0,2.94,1011.6,427.0,0,0.0
17.2,82.2,215.0,2.51,1011.5,380.0,0,0.0
18.3,92.9,127.0,1.27,1009.0,431.0,0,0.0
19.0,73.4,229.0,3.36,1010.8,379.0,0,0.0
16.5,85.2,240.0,1.89,1011.3,395.0,1,14.7
18.3,70.2,105.0,5.11,1011.4,423.0,0,0.0
17.8,79.1,159.0,3.42,1009.3,419.0,0,0.0
21.0,80.3,247.0,3.46,1012.5,449.0,0,0.0
12.5,81.1,162.0,2.27,1008.2,373.0,0,0.0
14.8,89.5,227.0,0.76,1010.1,416.0,0,0.0
21.5,80.9,180.0,0.66,1012.7,411.0,0,0.0
20.9,82.6,144.0,2.62,1011.4,442.0,0,0.0
16.6,76.7,129.0,0.92,1009.6,366.0,0,0.0
18.2,80.5,115.0,3.53,1012.2,425.0,0,0.0
14.8,76.4,210.0,4.9,1011.4,407.0,0,0.0
13.9,72.0,146.0,4.91,1012.8,377.0,0,0.0
16.6,86.9,167.0,3.8,1012.4,397.0,1,29.9
15.5,88.7,164.0,1.56,1011.7,383.0,1,30.8
17.8,87.3,178.0,4.81,1010.9,408.0,1,25.1
12.8,83.0,227.0,4.93,1008.8,439.0,0,0.0
21.7,80.6,247.0,1.48,1009.6,407.0,0,0.0
21.9,94.2,149.0,4.19,1010.5,413.0,0,0.0
19.0,84.5,221.0,1.93,1011.6,402.0,0,0.0
17.4,83.4,210.0,4.51,1011.1,355.0,0,0.0
15.1,70.7,177.0,5.49,1009.7,373.0,0,0.0
20.1,79.6,243.0,0.65,1008.0,399.0,0,0.0
18.8,80.6,114.0,4.99,1011.0,381.0,0,0.0
13.6,81.2,99.0,3.61,1009.7,368.0,0,0.0
21.1,86.2,225.0,5.37,1012.4,400.0,0,0.0
20.2,84.9,155.0,2.83,1008.1,382.0,0,0.0
21.5,87.0,224.0,4.74,1011.5,376.0,0,0.0
19.3,91.4,232.0,0.81,1013.6,396.0,0,0.0
18.1,92.8,91.0,2.18,1009.0,363.0,0,0.0
16.2,90.1,230.0,0.84,1010.8,443.0,1,48.4
21.3,96.8,156.0,5.38,1008.5,437.0,0,0.0
20.7,70.5,167.0,4.58,1011.8,421.0,0,0.0
12.5,75.5,187.0,4.76,1011.3,361.0,0,0.0
12.3,70.2,237.0,5.19,1010.4,428.0,0,0.0
15.8,88.1,83.0,0.93,1011.1,431.0,1,36.3
20.1,95.1,161.0,2.43,1013.4,427.0,0,0.0
21.9,76.8,197.0,0.86,1009.2,361.0,0,0.0
13.5,96.0,203.0,1.55,1008.1,414.0,0,0.0
17.9,71.7,198.0,1.65,1013.2,433.0,0,0.0
15.8,96.2,103.0,2.85,1011.5,408.0,1,80.3
21.7,79.8,131.0,1.84,1013.3,415.0,0,0.0
20.4,72.8,141.0,1.0,1011.6,396.0,0,0.0
20.4,83.6,217.0,1.34,1012.9,403.0,0,0.0
16.7,77.2,127.0,1.24,1010.6,353.0,0,0.0
16.1,78.0,116.0,5.37,1012.5,414.0,0,0.0
14.7,78.6,243.0,4.3,1013.5,358.0,0,0.0
12.6,92.5,82.0,5.34,1011.4,394.0,0,0.0
20.6,85.1,250.0,2.7,1009.1,379.0,0,0.0
20.1,78.7,195.0,1.89,1009.6,405.0,0,0.0
22.0,87.1,221.0,4.49,1009.2,363.0,0,0.0
22.0,90.1,130.0,2.13,1009.5,419.0,0,0.0
17.6,77.6,82.0,2.0,1009.8,430.0,0,0.0
19.7,81.6,205.0,1.66,1011.3,366.0,0,0.0
21.4,73.4,222.0,1.15,1011.5,360.0,0,0.0
20.5,75.1,206.0,1.78,1010.6,365.0,0,0.0
14.5,89.1,104.0,2.28,1011.7,438.0,0,0.0
16.5,75.1,208.0,3.87,1008.5,403.0,0,0.0
13.3,84.7,211.0,0.81,1008.5,397.0,0,0.0
21.5,89.9,192.0,1.55,1009.0,361.0,0,0.0
18.1,73.0,210.0,4.55,1011.1,415.0,0,0.0
14.3,85.9,224.0,1.23,1009.3,437.0,0,0.0
18.7,77.2,184.0,2.21,1009.7,433.0,0,0.0
18.2,97.0,95.0,4.82,1010.4,413.0,0,0.0
15.6,83.5,163.0,1.27,1012.9,358.0,0,0.0
13.1,92.6,93.0,0.91,1008.1,361.0,0,0.0
18.7,85.4,149.0,2.92,1011.9,355.0,0,0.0
17.2,71.2,149.0,2.01,1012.0,376.0,0,0.0
19.7,87.7,91.0,3.32,1012.8,364.0,0,0.0
17.2,96.6,139.0,4.52,1013.6,376.0,1,85.0
20.5,86.8,99.0,1.19,1008.1,389.0,0,0.0
17.5,92.9,217.0,3.4,1008.9,444.0,1,64.2
17.6,94.8,241.0,3.03,1013.3,411.0,1,68.5
20.8,76.4,92.0,1.22,1010.8,433.0,0,0.0
16.0,75.9,242.0,3.62,1011.4,421.0,0,0.0
13.3,87.1,169.0,1.87,1012.0,361.0,0,0.0
12.3,81.5,131.0,2.94,1012.1,424.0,0,0.0
19.6,93.5,93.0,0.91,1013.6,378.0,0,0.0
18.2,95.2,165.0,2.8,1014.0,414.0,0,0.0
19.0,79.9,215.0,2.03,1012.3,384.0,0,0.0
14.1,76.6,200.0,4.61,1009.7,450.0,0,0.0
13.4,91.9,89.0,0.78,1013.3,376.0,0,0.0
12.1,77.7,92.0,2.59,1008.3,378.0,0,0.0
15.5,93.0,148.0,2.79,1009.4,443.0,1,59.2
17.9,81.9,130.0,4.13,1013.4,352.0,0,0.0
15.9,88.7,120.0,3.37,1009.5,420.0,1,38.1
16.4,72.7,128.0,3.84,1009.3,423.0,0,0.0
21.0,87.5,217.0,4.39,1008.8,434.0,0,0.0
15.5,82.6,238.0,4.81,1013.2,447.0,0,0.0
17.1,86.4,149.0,2.07,1011.0,448.0,1,21.6
19.8,74.7,234.0,3.19,1012.0,357.0,0,0.0
16.0,90.6,135.0,4.7,1009.4,432.0,1,42.6
18.2,94.2,161.0,5.45,1012.5,415.0,0,0.0
20.6,76.1,118.0,4.95,1012.6,415.0,0,0.0
21.5,72.7,189.0,2.36,1009.9,363.0,0,0.0
13.5,70.7,246.0,1.48,1010.5,415.0,0,0.0
21.3,88.0,183.0,2.95,1009.3,448.0,0,0.0
16.9,87.0,141.0,4.21,1013.9,441.0,1,22.8
14.6,85.3,190.0,2.96,1011.9,394.0,0,0.0
16.6,76.5,101.0,2.92,1013.6,354.0,0,0.0
21.8,80.9,231.0,4.69,1009.8,386.0,0,0.0
16.9,86.6,166.0,2.31,1012.7,433.0,1,25.3
15.3,83.9,156.0,4.8,1012.6,420.0,0,0.0
18.3,97.7,180.0,2.53,1012.1,396.0,0,0.0
14.4,73.8,186.0,2.14,1013.8,356.0,0,0.0
12.8,89.5,92.0,2.77,1010.4,393.0,0,0.0
13.3,81.3,196.0,4.31,1008.8,397.0,0,0.0
13.3,82.0,121.0,1.13,1012.0,443.0,0,0.0
13.5,90.1,201.0,1.48,1012.4,414.0,0,0.0
13.4,89.4,220.0,5.26,1011.5,381.0,0,0.0
18.4,97.8,217.0,1.38,1009.2,403.0,0,0.0
13.8,73.6,174.0,3.34,1011.0,357.0,0,0.0
15.5,72.9,168.0,3.4,1009.9,447.0,0,0.0
21.0,90.3,104.0,2.95,1010.6,386.0,0,0.0
16.7,86.2,212.0,3.72,1011.9,398.0,1,16.3
18.7,77.7,126.0,1.65,1012.5,386.0,0,0.0
13.7,72.2,164.0,3.26,1009.4,418.0,0,0.0
13.9,72.4,128.0,2.36,1010.4,416.0,0,0.0
12.4,95.0,103.0,3.81,1009.6,422.0,0,0.0
13.7,75.4,187.0,1.21,1009.2,377.0,0,0.0
14.8,79.1,89.0,3.35,1012.7,382.0,0,0.0
13.8,76.3,207.0,1.43,1013.5,363.0,0,0.0
12.9,79.9,134.0,1.89,1010.2,416.0,0,0.0
13.2,71.9,80.0,1.59,1012.5,354.0,0,0.0
16.6,84.5,167.0,1.41,1013.4,410.0,0,0.0
14.1,71.9,88.0,4.63,1013.1,437.0,0,0.0
15.6,92.4,127.0,1.93,1009.1,439.0,1,60.1
17.0,76.5,200.0,5.14,1013.7,395.0,0,0.0
18.9,85.1,91.0,5.35,1010.3,396.0,0,0.0
12.4,94.6,223.0,3.36,1010.0,358.0,0,0.0
20.0,88.2,81.0,1.22,1008.4,417.0,0,0.0
18.3,84.9,122.0,2.37,1010.9,432.0,0,0.0
12.8,79.1,206.0,4.49,1008.7,374.0,0,0.0
20.7,79.3,134.0,2.34,1009.5,392.0,0,0.0
21.2,88.7,97.0,0.94,1009.9,434.0,0,0.0
12.6,97.8,141.0,3.28,1012.9,438.0,0,0.0
14.8,88.5,126.0,4.73,1013.3,374.0,0,0.0
20.1,85.6,223.0,4.48,1009.8,405.0,0,0.0
19.5,90.5,133.0,1.38,1013.2,369.0,0,0.0
13.8,83.0,214.0,3.86,1013.1,360.0,0,0.0
14.1,71.7,232.0,1.6,1012.6,441.0,0,0.0
15.7,85.7,154.0,1.59,1008.9,432.0,1,16.1
16.8,96.8,235.0,4.87,1012.1,426.0,1,88.8
18.2,74.9,144.0,1.75,1013.7,355.0,0,0.0
15.7,89.3,244.0,1.82,1012.1,434.0,1,35.3
16.6,75.6,95.0,0.5,1010.0,394.0,0,0.0
19.5,85.0,197.0,4.85,1011.0,384.0,0,0.0
12.4,72.7,164.0,4.46,1011.9,405.0,0,0.0
14.5,82.6,146.0,3.64,1011.1,359.0,0,0.0
19.1,91.2,188.0,4.25,1008.7,426.0,0,0.0
21.0,79.7,200.0,1.26,1009.9,408.0,0,0.0
17.1,88.6,81.0,2.79,1012.8,369.0,1,37.2
17.3,92.3,108.0,2.26,1013.2,369.0,1,59.1
13.1,96.0,201.0,0.97,1008.8,368.0,0,0.0
16.5,76.6,193.0,2.93,1013.7,356.0,0,0.0
17.3,81.2,244.0,5.1,1010.0,409.0,0,0.0
14.4,74.3,209.0,0.7,1012.0,434.0,0,0.0
14.7,97.8,242.0,1.96,1012.5,352.0,0,0.0
15.8,96.0,199.0,1.54,1012.9,355.0,1,82.1
12.2,85.1,131.0,1.69,1013.7,407.0,0,0.0
15.2,93.6,98.0,5.04,1009.9,432.0,1,71.1
14.1,84.6,213.0,2.84,1013.2,383.0,0,0.0
15.3,87.5,190.0,2.83,1008.8,385.0,1,32.6
13.2,72.5,88.0,4.3,1012.2,410.0,0,0.0
20.9,91.1,141.0,1.27,1012.5,377.0,0,0.0
17.9,73.6,243.0,2.94,1012.1,353.0,0,0.0
18.8,93.1,165.0,2.65,1009.5,424.0,0,0.0
19.9,91.9,154.0,3.48,1013.2,413.0,0,0.0
17.0,89.8,158.0,5.5,1009.0,408.0,1,47.7
12.9,71.0,116.0,4.35,1008.3,424.0,0,0.0
17.4,78.5,143.0,2.49,1012.3,418.0,0,0.0
17.9,77.4,143.0,4.64,1010.9,371.0,0,0.0
19.5,80.1,89.0,1.35,1013.1,385.0,0,0.0
16.3,72.5,210.0,0.65,1010.3,363.0,0,0.0
13.3,96.2,151.0,1.52,1009.0,363.0,0,0.0
14.8,85.5,220.0,2.2,1013.0,418.0,0,0.0
15.6,78.6,225.0,3.05,1011.3,436.0,0,0.0
18.5,81.1,116.0,3.58,1009.1,446.0,0,0.0
17.7,82.5,192.0,5.05,1012.3,413.0,0,0.0
15.6,86.8,160.0,3.05,1011.1,368.0,1,24.2
21.9,84.4,230.0,3.01,1011.6,361.0,0,0.0
18.1,95.7,117.0,0.75,1010.8,431.0,0,0.0
14.4,83.9,195.0,0.67,1013.0,408.0,0,0.0
13.0,97.8,183.0,3.26,1013.0,412.0,0,0.0
13.5,93.8,130.0,2.69,1012.3,428.0,0,0.0
14.5,75.8,103.0,4.7,1008.6,420.0,0,0.0
13.6,96.1,191.0,1.3,1013.0,433.0,0,0.0
13.9,73.3,206.0,0.62,1012.0,356.0,0,0.0
14.9,92.9,134.0,2.75,1012.2,425.0,0,0.0
13.7,80.7,190.0,1.69,1010.2,435.0,0,0.0
21.0,94.6,147.0,0.75,1013.3,379.0,0,0.0
12.8,94.3,201.0,4.12,1012.4,414.0,0,0.0
17.2,92.6,114.0,1.06,1008.7,381.0,1,55.0
16.1,92.1,231.0,3.54,1010.4,446.0,1,53.0
21.8,78.5,129.0,1.91,1013.3,353.0,0,0.0
13.1,72.3,143.0,1.37,1008.3,408.0,0,0.0
16.0,81.3,90.0,2.4,1013.8,367.0,0,0.0
21.7,74.9,99.0,4.51,1012.1,421.0,0,0.0
20.7,89.5,168.0,2.46,1011.8,368.0,0,0.0
20.2,79.7,125.0,4.25,1009.6,374.0,0,0.0
14.6,97.3,222.0,1.13,1009.5,399.0,0,0.0
13.7,87.9,82.0,4.36,1013.7,441.0,0,0.0
18.7,93.0,144.0,1.68,1009.8,371.0,0,0.0
21.3,73.7,137.0,3.89,1012.7,364.0,0,0.0
17.6,94.1,83.0,3.33,1010.4,426.0,1,64.6
17.7,95.8,101.0,5.15,1008.8,400.0,1,80.3
14.8,83.6,150.0,2.44,1008.1,441.0,0,0.0
19.7,87.0,164.0,0.83,1011.3,365.0,0,0.0
13.9,91.4,149.0,0.6,1013.9,415.0,0,0.0
15.2,74.9,170.0,4.63,1010.2,373.0,0,0.0
16.3,84.1,181.0,3.12,1010.1,366.0,0,0.0
17.1,81.2,82.0,4.38,1010.1,418.0,0,0.0
14.4,74.1,159.0,1.67,1011.1,409.0,0,0.0
13.1,80.3,244.0,2.23,1010.6,425.0,0,0.0
18.1,71.9,168.0,0.65,1013.3,381.0,0,0.0
14.9,70.7,195.0,5.31,1011.0,395.0,0,0.0
17.8,73.8,133.0,3.84,1011.0,391.0,0,0.0
13.5,97.0,212.0,5.17,1008.8,448.0,0,0.0
16.8,85.4,211.0,1.83,1013.9,379.0,1,11.3
17.3,97.0,169.0,3.56,1009.5,379.0,1,90.7
12.5,82.1,246.0,3.89,1008.4,385.0,0,0.0
15.4,78.7,101.0,2.09,1012.0,406.0,0,0.0
13.3,84.2,83.0,4.74,1011.6,375.0,0,0.0
12.6,82.3,211.0,5.24,1010.5,442.0,0,0.0
21.9,73.0,217.0,4.92,1010.5,377.0,0,0.0
15.2,87.9,100.0,4.2,1012.7,440.0,1,36.2
20.1,76.0,125.0,1.89,1009.2,360.0,0,0.0
14.5,87.3,83.0,1.91,1012.9,416.0,0,0.0
18.8,88.2,130.0,5.32,1011.9,441.0,0,0.0
19.6,74.3,211.0,0.55,1010.5,367.0,0,0.0
18.0,71.7,168.0,4.08,1010.7,447.0,0,0.0
16.7,91.9,139.0,4.03,1009.5,395.0,1,58.8
16.1,82.9,143.0,3.61,1012.5,445.0,0,0.0
15.5,71.6,80.0,5.45,1011.1,418.0,0,0.0
21.3,97.9,131.0,2.06,1009.9,380.0,0,0.0
20.3,71.6,190.0,2.2,1011.6,369.0,0,0.0
21.7,89.5,246.0,0.89,1014.0,380.0,0,0.0
13.2,97.5,224.0,2.71,1010.6,359.0,0,0.0
19.3,76.7,84.0,1.81,1013.5,364.0,0,0.0
21.4,74.0,233.0,2.22,1010.1,360.0,0,0.0
13.8,73.4,213.0,4.67,1008.3,392.0,0,0.0
12.7,78.5,213.0,5.18,1009.2,430.0,0,0.0
19.4,72.8,158.0,1.43,1010.5,364.0,0,0.0
17.7,89.4,148.0,2.36,1009.3,363.0,1,41.2
20.4,71.7,131.0,5.14,1008.0,414.0,0,0.0
13.4,84.3,91.0,0.81,1013.5,370.0,0,0.0
20.0,97.9,119.0,0.96,1013.1,360.0,0,0.0
14.0,92.8,122.0,1.31,1012.5,367.0,0,0.0
13.6,87.2,162.0,3.48,1009.0,442.0,0,0.0
13.6,78.6,207.0,1.25,1008.7,432.0,0,0.0
20.1,87.5,161.0,5.34,1008.4,385.0,0,0.0
18.7,84.8,90.0,2.73,1012.3,416.0,0,0.0
17.2,81.9,243.0,3.01,1013.6,404.0,0,0.0
15.6,73.7,240.0,1.73,1010.6,418.0,0,0.0
20.8,94.8,213.0,2.85,1008.7,418.0,0,0.0
15.9,82.6,249.0,3.81,1011.1,413.0,0,0.0
20.2,75.4,173.0,4.26,1010.1,377.0,0,0.0
16.4,80.3,244.0,4.27,1010.2,354.0,0,0.0
15.8,81.6,93.0,3.39,1011.7,396.0,0,0.0
16.6,93.2,142.0,5.02,1012.3,439.0,1,60.3
15.0,90.5,118.0,4.59,1008.7,407.0,1,42.5
19.5,91.5,113.0,4.29,1008.2,433.0,0,0.0
17.0,70.3,104.0,0.78,1014.0,449.0,0,0.0
14.3,81.7,186.0,0.53,1009.4,366.0,0,0.0
21.0,83.5,213.0,1.56,1008.3,419.0,0,0.0
15.8,70.5,178.0,3.82,1009.1,417.0,0,0.0
17.4,77.3,105.0,2.56,1008.2,448.0,0,0.0
21.1,91.3,218.0,2.51,1010.4,449.0,0,0.0
18.2,73.8,188.0,4.92,1012.8,419.0,0,0.0
13.2,85.0,146.0,4.98,1010.0,374.0,0,0.0
21.4,76.0,195.0,5.05,1010.7,430.0,0,0.0
18.3,70.3,124.0,2.07,1012.1,361.0,0,0.0
15.3,76.8,139.0,3.96,1011.1,428.0,0,0.0
13.4,97.3,236.0,1.86,1013.2,441.0,0,0.0
19.9,92.4,129.0,1.45,1013.2,388.0,0,0.0
18.2,96.9,160.0,1.42,1008.1,413.0,0,0.0
17.3,83.7,231.0,2.21,1012.7,393.0,0,0.0
20.9,73.1,200.0,2.65,1010.8,394.0,0,0.0
19.9,85.3,91.0,4.65,1013.9,381.0,0,0.0
13.5,82.7,105.0,1.1,1010.9,426.0,0,0.0
15.1,93.6,81.0,4.17,1013.9,444.0,1,63.2
14.5,72.7,187.0,3.16,1012.5,444.0,0,0.0
19.4,83.7,156.0,1.94,1009.5,367.0,0,0.0
12.3,74.2,103.0,2.96,1011.2,437.0,0,0.0
17.7,79.1,243.0,2.0,1014.0,424.0,0,0.0
19.6,90.6,170.0,3.48,1013.1,375.0,0,0.0
20.8,83.3,121.0,2.67,1008.6,357.0,0,0.0
15.4,80.5,165.0,1.32,1012.2,377.0,0,0.0
20.2,81.0,196.0,1.08,1010.1,441.0,0,0.0
13.1,82.9,93.0,3.23,1008.0,413.0,0,0.0
20.5,92.0,127.0,5.01,1010.4,422.0,0,0.0
13.3,95.0,217.0,2.22,1009.4,376.0,0,0.0
16.0,96.7,158.0,4.17,1012.9,422.0,1,83.5
20.0,92.0,173.0,3.79,1010.0,353.0,0,0.0
13.5,78.8,154.0,5.16,1013.0,388.0,0,0.0
14.3,89.3,87.0,4.6,1008.0,413.0,0,0.0
19.2,82.3,108.0,3.33,1009.8,365.0,0,0.0
19.2,77.1,156.0,3.79,1009.4,432.0,0,0.0
18.4,93.5,116.0,4.99,1009.4,374.0,0,0.0
18.9,71.1,88.0,2.5,1008.4,415.0,0,0.0
17.4,95.2,223.0,2.13,1009.1,391.0,1,77.9
14.5,82.9,247.0,0.55,1011.3,410.0,0,0.0
15.5,87.8,215.0,4.63,1009.7,361.0,1,27.6
13.8,88.5,225.0,4.5,1010.5,352.0,0,0.0
21.1,95.1,121.0,1.02,1010.3,441.0,0,0.0
17.8,87.8,243.0,3.38,1013.3,377.0,1,35.6
16.0,87.2,113.0,2.82,1013.4,432.0,1,29.7
16.6,71.9,242.0,1.09,1011.0,450.0,0,0.0
21.5,84.5,249.0,5.4,1010.0,371.0,0,0.0
13.5,74.2,201.0,1.57,1008.6,377.0,0,0.0
17.9,90.6,247.0,0.84,1013.7,416.0,1,45.7
17.1,84.3,177.0,3.47,1008.4,447.0,0,0.0
18.1,89.0,124.0,4.19,1009.8,442.0,0,0.0
12.2,71.2,154.0,0.66,1009.8,400.0,0,0.0
20.7,72.4,181.0,3.79,1009.9,430.0,0,0.0
21.3,90.1,92.0,3.16,1009.0,364.0,0,0.0
17.7,72.0,186.0,1.02,1012.7,448.0,0,0.0
19.0,72.0,247.0,1.36,1008.7,446.0,0,0.0
21.2,70.3,112.0,3.34,1011.8,366.0,0,0.0
19.1,96.8,215.0,1.98,1008.7,380.0,0,0.0
13.5,90.7,234.0,5.19,1008.4,360.0,0,0.0
17.8,79.9,240.0,4.59,1013.5,377.0,0,0.0
18.1,78.3,243.0,5.42,1009.1,432.0,0,0.0
16.2,79.8,169.0,1.8,1012.9,388.0,0,0.0
19.4,91.7,246.0,5.35,1011.3,359.0,0,0.0
21.3,88.5,209.0,2.66,1008.5,384.0,0,0.0
21.3,75.2,107.0,2.24,1013.7,448.0,0,0.0
16.5,74.9,161.0,0.75,1009.5,413.0,0,0.0
13.1,72.8,202.0,0.76,1013.2,392.0,0,0.0
21.8,88.5,122.0,3.96,1009.0,367.0,0,0.0
20.4,91.4,189.0,2.79,1013.1,449.0,0,0.0
13.2,77.4,193.0,1.63,1008.1,432.0,0,0.0
21.2,70.6,108.0,3.57,1011.1,378.0,0,0.0
20.7,72.3,176.0,1.76,1012.6,357.0,0,0.0
17.2,97.1,211.0,3.39,1013.6,356.0,1,85.4
17.9,78.3,165.0,2.3,1013.5,362.0,0,0.0
16.0,91.5,82.0,4.62,1012.9,408.0,1,59.6
12.5,87.5,82.0,4.6,1013.3,443.0,0,0.0
15.4,80.7,141.0,2.89,1009.2,400.0,0,0.0
20.0,75.8,237.0,2.25,1009.7,434.0,0,0.0
12.0,73.4,119.0,2.31,1009.7,395.0,0,0.0
15.3,87.2,188.0,4.53,1010.3,421.0,1,32.1
16.0,91.7,118.0,2.14,1010.4,423.0,1,61.0
17.4,88.0,135.0,1.55,1011.3,367.0,1,27.5
21.2,84.8,224.0,0.92,1009.0,386.0,0,0.0
15.5,71.2,204.0,2.83,1012.1,414.0,0,0.0
15.5,97.1,96.0,2.91,1009.0,357.0,1,86.5
19.4,92.4,153.0,4.7,1009.9,386.0,0,0.0
16.5,78.2,85.0,1.61,1011.0,403.0,0,0.0
14.2,97.4,162.0,2.4,1012.8,450.0,0,0.0
16.5,86.9,193.0,4.54,1012.4,397.0,1,18.2
13.4,86.3,100.0,4.62,1011.9,432.0,0,0.0
13.8,90.9,129.0,2.42,1008.9,393.0,0,0.0
17.0,92.7,148.0,2.8,1011.3,430.0,1,67.0
16.2,88.4,236.0,2.02,1008.5,410.0,1,29.0
21.1,73.6,249.0,5.16,1010.3,439.0,0,0.0
15.6,79.5,88.0,1.09,1010.5,391.0,0,0.0
17.8,96.0,209.0,5.17,1008.2,410.0,1,78.5
18.3,76.3,143.0,3.92,1009.6,413.0,0,0.0
12.1,80.4,147.0,3.16,1013.7,392.0,0,0.0
18.6,82.1,208.0,0.66,1013.7,364.0,0,0.0
13.8,82.3,236.0,2.88,1010.1,359.0,0,0.0
21.6,87.2,242.0,2.54,1008.3,352.0,0,0.0
13.5,96.4,178.0,1.31,1009.1,437.0,0,0.0
16.1,76.7,141.0,3.78,1010.4,374.0,0,0.0
12.9,73.4,214.0,5.36,1013.7,371.0,0,0.0
22.0,75.5,123.0,3.31,1008.8,424.0,0,0.0
17.0,94.8,176.0,4.07,1012.6,382.0,1,76.7
18.0,88.1,141.0,0.84,1008.7,401.0,1,26.0
12.7,78.0,192.0,2.59,1013.9,366.0,0,0.0
19.5,92.8,121.0,1.08,1010.3,446.0,0,0.0
14.1,94.1,113.0,3.56,1012.7,435.0,0,0.0
21.0,93.7,236.0,5.19,1010.1,436.0,0,0.0
14.1,95.7,97.0,3.81,1011.8,391.0,0,0.0
13.9,77.1,166.0,0.88,1009.2,426.0,0,0.0
12.4,91.1,118.0,2.27,1008.9,364.0,0,0.0
16.7,82.9,87.0,3.25,1013.6,351.0,0,0.0
17.6,93.6,86.0,2.52,1013.5,352.0,1,72.6
12.7,90.4,110.0,4.67,1013.3,409.0,0,0.0
19.8,91.7,227.0,4.57,1011.8,396.0,0,0.0
16.5,88.4,128.0,3.56,1012.8,402.0,1,38.7
17.2,75.0,242.0,2.37,1008.4,351.0,0,0.0
16.4,85.3,179.0,1.78,1010.0,392.0,1,7.7
16.0,97.6,154.0,1.03,1009.9,422.0,1,93.6
17.6,96.2,179.0,2.27,1011.8,394.0,1,82.0
13.6,71.2,168.0,2.57,1010.1,423.0,0,0.0
13.8,74.6,209.0,3.88,1008.9,373.0,0,0.0
20.6,73.7,128.0,3.79,1011.6,431.0,0,0.0
21.5,90.3,140.0,0.85,1012.9,409.0,0,0.0
15.7,92.9,232.0,2.48,1010.3,371.0,1,62.9
14.7,76.0,241.0,1.41,1008.8,374.0,0,0.0
18.4,84.2,232.0,1.28,1009.2,413.0,0,0.0
16.1,93.5,151.0,4.64,1009.4,433.0,1,64.9
12.3,90.5,213.0,0.71,1009.8,392.0,0,0.0
13.6,85.2,161.0,2.6,1011.9,376.0,0,0.0
19.2,86.5,165.0,1.34,1011.6,437.0,0,0.0
18.6,84.2,115.0,4.9,1012.2,417.0,0,0.0
12.3,78.3,180.0,3.29,1010.2,395.0,0,0.0
14.2,85.8,112.0,1.66,1012.9,399.0,0,0.0
14.3,89.3,136.0,3.01,1009.2,370.0,0,0.0
18.7,94.5,225.0,4.16,1010.8,413.0,0,0.0
12.2,87.8,115.0,5.29,1012.8,386.0,0,0.0
13.0,91.3,92.0,1.6,1009.1,450.0,0,0.0
20.0,74.5,92.0,4.93,1008.7,398.0,0,0.0
13.8,82.9,240.0,5.17,1013.3,399.0,0,0.0
18.5,70.3,166.0,5.08,1010.1,407.0,0,0.0
14.4,76.9,150.0,3.68,1012.1,442.0,0,0.0
13.0,90.3,218.0,3.65,1008.2,430.0,0,0.0
14.4,97.8,222.0,2.52,1012.1,395.0,0,0.0
19.2,72.8,136.0,4.26,1009.9,422.0,0,0.0
20.6,81.2,198.0,3.16,1008.3,409.0,0,0.0
